Title,Number,URL,Price,EvaluationClass,Genre
Trend Micro Inc.,4704,https://walletinvestor.com//tse-stock-forecast/4704-stock-prediction,"7,614",上出来,情報・通信業
Japan Post Bank Co Ltd,7182,https://walletinvestor.com//tse-stock-forecast/7182-stock-prediction,"1,690.0",上出来,銀行業
Nippon Express Co. Ltd.,9147,https://walletinvestor.com//tse-stock-forecast/9147-stock-prediction,"7,740",上出来,陸運業
Persol Holdings Co Ltd,2181,https://walletinvestor.com//tse-stock-forecast/2181-stock-prediction,219.2,悪い,サービス業
NS United Kaiun Kaisha Ltd,9110,https://walletinvestor.com//tse-stock-forecast/9110-stock-prediction,"5,110",悪い,海運業
Shimizu Corp.,1803,https://walletinvestor.com//tse-stock-forecast/1803-stock-prediction,"1,011.0",悪い,建設業
Almado Inc.,4932,https://walletinvestor.com//tse-stock-forecast/4932-stock-prediction,"1,621",上出来,化学
NEXT FUNDS NOMURA Crude Oil Long Index Linked Exchange Traded Fund,1699,https://walletinvestor.com//tse-stock-forecast/1699-stock-prediction,,,
Fuva Brain Ltd,3927,https://walletinvestor.com//tse-stock-forecast/3927-stock-prediction,,,
Asia Gate Holdings Co Ltd,1783,https://walletinvestor.com//tse-stock-forecast/1783-stock-prediction,45,普通,建設業
Nabtesco Corp,6268,https://walletinvestor.com//tse-stock-forecast/6268-stock-prediction,"2,540.5",悪い,機械
Asahi Intecc Co Ltd,7747,https://walletinvestor.com//tse-stock-forecast/7747-stock-prediction,"2,675.0",上出来,精密機器
Ontsu Co Ltd,7647,https://walletinvestor.com//tse-stock-forecast/7647-stock-prediction,28,上出来,サービス業
Isetan Mitsukoshi Holdings Ltd.,3099,https://walletinvestor.com//tse-stock-forecast/3099-stock-prediction,"2,479.0",上出来,小売業
Park24 Co Ltd,4666,https://walletinvestor.com//tse-stock-forecast/4666-stock-prediction,"1,738.0",上出来,不動産業
Shimadzu Corp,7701,https://walletinvestor.com//tse-stock-forecast/7701-stock-prediction,"4,372",上出来,精密機器
Obic Co Ltd,4684,https://walletinvestor.com//tse-stock-forecast/4684-stock-prediction,"22,710",上出来,情報・通信業
Odakyu Electric Railway Co. Ltd.,9007,https://walletinvestor.com//tse-stock-forecast/9007-stock-prediction,"2,167.5",上出来,陸運業
Osaka Gas Co. Ltd.,9532,https://walletinvestor.com//tse-stock-forecast/9532-stock-prediction,"3,450.0",上出来,電気・ガス
Yokogawa Electric Corp.,6841,https://walletinvestor.com//tse-stock-forecast/6841-stock-prediction,"3,519.0",上出来,電気機器
Fuji Electric Co. Ltd.,6504,https://walletinvestor.com//tse-stock-forecast/6504-stock-prediction,"10,240",上出来,電気機器
Amada Co. Ltd.,6113,https://walletinvestor.com//tse-stock-forecast/6113-stock-prediction,,,
Wacom Co Ltd,6727,https://walletinvestor.com//tse-stock-forecast/6727-stock-prediction,660,上出来,電気機器
Nomura Real Estate Master Fund Inc,3462,https://walletinvestor.com//tse-stock-forecast/3462-stock-prediction,,,
Sumitomo Dainippon Pharma Co Ltd,4506,https://walletinvestor.com//tse-stock-forecast/4506-stock-prediction,,,
Sunwels Co.Ltd.,9229,https://walletinvestor.com//tse-stock-forecast/9229-stock-prediction,"2,615",上出来,サービス業
Jsr Cor,4185,https://walletinvestor.com//tse-stock-forecast/4185-stock-prediction,"4,327",悪い,化学
Pigeon Corp,7956,https://walletinvestor.com//tse-stock-forecast/7956-stock-prediction,"1,461.0",普通,その他製品
Aeon Financial Service Co Ltd,8570,https://walletinvestor.com//tse-stock-forecast/8570-stock-prediction,"1,363.0",普通,その他金融業
JTEKT Corp.,6473,https://walletinvestor.com//tse-stock-forecast/6473-stock-prediction,"1,437.0",上出来,機械
THK Co Ltd,6481,https://walletinvestor.com//tse-stock-forecast/6481-stock-prediction,"3,392.0",上出来,機械
M&A Research Institute Inc.,9552,https://walletinvestor.com//tse-stock-forecast/9552-stock-prediction,"6,340",上出来,サービス業
Jenoba Co.Ltd.,5570,https://walletinvestor.com//tse-stock-forecast/5570-stock-prediction,824,上出来,情報・通信業
Seibu Holdings Inc,9024,https://walletinvestor.com//tse-stock-forecast/9024-stock-prediction,"2,382.5",上出来,陸運業
Takashimaya Co. Ltd.,8233,https://walletinvestor.com//tse-stock-forecast/8233-stock-prediction,"2,384.0",上出来,小売業
Tokuyama Corp.,4043,https://walletinvestor.com//tse-stock-forecast/4043-stock-prediction,"2,664.0",上出来,化学
Tokai Carbon Co. Ltd.,5301,https://walletinvestor.com//tse-stock-forecast/5301-stock-prediction,998.2,悪い,ガラス・土石
Kose Corp,4922,https://walletinvestor.com//tse-stock-forecast/4922-stock-prediction,"7,610",普通,化学
Nippon Paint Holdings Co Ltd,4612,https://walletinvestor.com//tse-stock-forecast/4612-stock-prediction,"1,091.0",上出来,化学
Toridoll Corp,3397,https://walletinvestor.com//tse-stock-forecast/3397-stock-prediction,"4,251",上出来,小売業
Veritas In Silico Inc,130A,https://walletinvestor.com//tse-stock-forecast/130a-stock-prediction,"2,015",上出来,医薬品
RAKUTEN BANK LTD,5838,https://walletinvestor.com//tse-stock-forecast/5838-stock-prediction,"3,035",上出来,銀行業
Create Restaurants Holdings Inc,3387,https://walletinvestor.com//tse-stock-forecast/3387-stock-prediction,"1,040",上出来,小売業
Yamato Holdings Co. Ltd.,9064,https://walletinvestor.com//tse-stock-forecast/9064-stock-prediction,"2,202.0",悪い,陸運業
Daiwa Japan Nikkei 225 Leveraged,1365,https://walletinvestor.com//tse-stock-forecast/1365-stock-prediction,,,
FRONTEO Inc,2158,https://walletinvestor.com//tse-stock-forecast/2158-stock-prediction,692,上出来,サービス業
Kagome Co Ltd,2811,https://walletinvestor.com//tse-stock-forecast/2811-stock-prediction,,,
Ulvac Inc,6728,https://walletinvestor.com//tse-stock-forecast/6728-stock-prediction,"9,793",上出来,電気機器
TOTO Ltd.,5332,https://walletinvestor.com//tse-stock-forecast/5332-stock-prediction,"4,160",悪い,ガラス・土石
Keio Corp.,9008,https://walletinvestor.com//tse-stock-forecast/9008-stock-prediction,"4,243",上出来,陸運業
Marumae Co Ltd,6264,https://walletinvestor.com//tse-stock-forecast/6264-stock-prediction,"2,130",悪い,機械
Ono Pharmaceutical Ltd,4528,https://walletinvestor.com//tse-stock-forecast/4528-stock-prediction,"2,501.5",上出来,医薬品
Cosmos Pharmaceutical Corp,3349,https://walletinvestor.com//tse-stock-forecast/3349-stock-prediction,"14,405",普通,小売業
Mitsubishi Ufj Lease Fin Ltd,8593,https://walletinvestor.com//tse-stock-forecast/8593-stock-prediction,,,
Signpost Corp,3996,https://walletinvestor.com//tse-stock-forecast/3996-stock-prediction,642,上出来,情報・通信業
Hisamitsu Pharmaceutical Inc,4530,https://walletinvestor.com//tse-stock-forecast/4530-stock-prediction,"4,005",上出来,医薬品
Kyushu Railway Co,9142,https://walletinvestor.com//tse-stock-forecast/9142-stock-prediction,"3,567.0",上出来,陸運業
Lion Corp,4912,https://walletinvestor.com//tse-stock-forecast/4912-stock-prediction,,,
Japan Post Insurance Co Ltd,7181,https://walletinvestor.com//tse-stock-forecast/7181-stock-prediction,"3,005.0",上出来,保険業
Tokyu Corp.,9005,https://walletinvestor.com//tse-stock-forecast/9005-stock-prediction,"1,900.5",上出来,陸運業
Tosoh Corp.,4042,https://walletinvestor.com//tse-stock-forecast/4042-stock-prediction,"2,109.5",上出来,化学
Microwave Chemical Co. Ltd.,9227,https://walletinvestor.com//tse-stock-forecast/9227-stock-prediction,"1,061",上出来,サービス業
MAXIS Nikkei 225,1346,https://walletinvestor.com//tse-stock-forecast/1346-stock-prediction,,,
Hino Motors Ltd.,7205,https://walletinvestor.com//tse-stock-forecast/7205-stock-prediction,516.0,悪い,輸送用機器
Open House Co Ltd,3288,https://walletinvestor.com//tse-stock-forecast/3288-stock-prediction,"4,848",悪い,不動産業
Tohoku Electric Power Co Inc,9506,https://walletinvestor.com//tse-stock-forecast/9506-stock-prediction,"1,192.0",上出来,電気・ガス
Koito Mfg Co Ltd,7276,https://walletinvestor.com//tse-stock-forecast/7276-stock-prediction,"2,010.5",上出来,電気機器
Value Creation,9238,https://walletinvestor.com//tse-stock-forecast/9238-stock-prediction,"1,213",上出来,サービス業
NEXT FUNDS Nikkei 225 Inverse Index Exchange Traded Fund,1571,https://walletinvestor.com//tse-stock-forecast/1571-stock-prediction,,,
Mitsubishi Japan Physical Gold,1540,https://walletinvestor.com//tse-stock-forecast/1540-stock-prediction,,,
Kureha Corp,4023,https://walletinvestor.com//tse-stock-forecast/4023-stock-prediction,"2,800",悪い,化学
Cocorport Inc.,9346,https://walletinvestor.com//tse-stock-forecast/9346-stock-prediction,"2,004",上出来,サービス業
KakakuCom Inc,2371,https://walletinvestor.com//tse-stock-forecast/2371-stock-prediction,"1,891.5",上出来,サービス業
Kurita Water Industries Ltd,6370,https://walletinvestor.com//tse-stock-forecast/6370-stock-prediction,"6,242",上出来,機械
Rakus Co Ltd,3923,https://walletinvestor.com//tse-stock-forecast/3923-stock-prediction,"2,064.5",上出来,情報・通信業
Tobu Railway Co. Ltd.,9001,https://walletinvestor.com//tse-stock-forecast/9001-stock-prediction,"3,936",上出来,陸運業
Nikko Nikkei 225 Listed,1330,https://walletinvestor.com//tse-stock-forecast/1330-stock-prediction,,,
Ngk Spark Plug Co Ltd,5334,https://walletinvestor.com//tse-stock-forecast/5334-stock-prediction,"5,145",上出来,ガラス・土石
Dexerials Corp,4980,https://walletinvestor.com//tse-stock-forecast/4980-stock-prediction,"6,440",悪い,化学
Harmonic Drive Systems Inc,6324,https://walletinvestor.com//tse-stock-forecast/6324-stock-prediction,"4,080",悪い,機械
Aeon Mall Co Ltd,8905,https://walletinvestor.com//tse-stock-forecast/8905-stock-prediction,"1,763.5",上出来,不動産業
Nissin Foods Holdings Co Ltd,2897,https://walletinvestor.com//tse-stock-forecast/2897-stock-prediction,,,
Outsourcing Inc,2427,https://walletinvestor.com//tse-stock-forecast/2427-stock-prediction,,,
Nomura Real Estate Holding Inc,3231,https://walletinvestor.com//tse-stock-forecast/3231-stock-prediction,"4,120",普通,不動産業
Suntory Beverage & Food Ltd,2587,https://walletinvestor.com//tse-stock-forecast/2587-stock-prediction,"5,150",上出来,食料品
Mipox Corp,5381,https://walletinvestor.com//tse-stock-forecast/5381-stock-prediction,570,悪い,ガラス・土石
Aozora Bank Ltd.,8304,https://walletinvestor.com//tse-stock-forecast/8304-stock-prediction,"2,440.0",悪い,銀行業
Mitsui Engineering & Shipbuilding,7003,https://walletinvestor.com//tse-stock-forecast/7003-stock-prediction,"2,133",上出来,機械
Daiki Aluminium Industry Co Ltd,5702,https://walletinvestor.com//tse-stock-forecast/5702-stock-prediction,"1,254",悪い,非鉄金属
Dai Nippon Printing Co. Ltd.,7912,https://walletinvestor.com//tse-stock-forecast/7912-stock-prediction,"4,554",悪い,その他製品
SG Holdings Co Ltd,9143,https://walletinvestor.com//tse-stock-forecast/9143-stock-prediction,"1,962.0",悪い,陸運業
NGK Insulators Ltd.,5333,https://walletinvestor.com//tse-stock-forecast/5333-stock-prediction,"2,040.5",悪い,ガラス・土石
Japan Retail Fund Investment Corp,8953,https://walletinvestor.com//tse-stock-forecast/8953-stock-prediction,,,
Daiwa Nikkei 225 Listed,1320,https://walletinvestor.com//tse-stock-forecast/1320-stock-prediction,,,
Hitachi Construction Machinery Co,6305,https://walletinvestor.com//tse-stock-forecast/6305-stock-prediction,"4,604",上出来,機械
USS Co Ltd,4732,https://walletinvestor.com//tse-stock-forecast/4732-stock-prediction,"2,542.5",上出来,サービス業
Tokyo Ohka Kogyo Co Ltd,4186,https://walletinvestor.com//tse-stock-forecast/4186-stock-prediction,"4,626",上出来,化学
Mitsui Mining and Smelting Co.,5706,https://walletinvestor.com//tse-stock-forecast/5706-stock-prediction,"4,616",上出来,非鉄金属
GLP J-REIT,3281,https://walletinvestor.com//tse-stock-forecast/3281-stock-prediction,,,
Tsuruha Holdings Inc,3391,https://walletinvestor.com//tse-stock-forecast/3391-stock-prediction,"10,790",上出来,小売業
Hamamatsu Photonics KK,6965,https://walletinvestor.com//tse-stock-forecast/6965-stock-prediction,"5,421",悪い,電気機器
SBI SUMISHIN NET BANK LTD,7163,https://walletinvestor.com//tse-stock-forecast/7163-stock-prediction,"2,194",上出来,銀行業
Kintetsu Corp,9041,https://walletinvestor.com//tse-stock-forecast/9041-stock-prediction,"4,619",普通,陸運業
Hikari Tsushin Inc,9435,https://walletinvestor.com//tse-stock-forecast/9435-stock-prediction,,,
Toyoda Gosei Co Ltd,7282,https://walletinvestor.com//tse-stock-forecast/7282-stock-prediction,"3,358.0",上出来,輸送用機器
Asics Corp,7936,https://walletinvestor.com//tse-stock-forecast/7936-stock-prediction,"7,100",上出来,その他製品
Kuraray Co. Ltd.,3405,https://walletinvestor.com//tse-stock-forecast/3405-stock-prediction,"1,614.0",上出来,化学
Shanon Inc,3976,https://walletinvestor.com//tse-stock-forecast/3976-stock-prediction,485,上出来,情報・通信業
Comsys Holdings Corp.,1721,https://walletinvestor.com//tse-stock-forecast/1721-stock-prediction,"3,609.0",上出来,建設業
McDonald’s Holdings Company Japan Ltd,2702,https://walletinvestor.com//tse-stock-forecast/2702-stock-prediction,"6,800",上出来,小売業
Tokyo Seimitsu Co Ltd,7729,https://walletinvestor.com//tse-stock-forecast/7729-stock-prediction,"11,980",悪い,精密機器
NH Foods Ltd,2282,https://walletinvestor.com//tse-stock-forecast/2282-stock-prediction,"5,254",上出来,食料品
Rorze Corp,6323,https://walletinvestor.com//tse-stock-forecast/6323-stock-prediction,"20,680",悪い,機械
Oji Holdings Corp.,3861,https://walletinvestor.com//tse-stock-forecast/3861-stock-prediction,631.7,悪い,パルプ・紙
Keisei Electric Railway Co. Ltd.,9009,https://walletinvestor.com//tse-stock-forecast/9009-stock-prediction,"6,400",上出来,陸運業
GMO Payment Gateway Inc,3769,https://walletinvestor.com//tse-stock-forecast/3769-stock-prediction,"9,949",上出来,情報・通信業
JGC Corp.,1963,https://walletinvestor.com//tse-stock-forecast/1963-stock-prediction,"1,508.0",悪い,建設業
F&M Co Ltd,4771,https://walletinvestor.com//tse-stock-forecast/4771-stock-prediction,"2,136",上出来,サービス業
Japan Steel Works Ltd,5631,https://walletinvestor.com//tse-stock-forecast/5631-stock-prediction,"3,363.0",上出来,機械
Excite Holdings Co. Ltd.,5571,https://walletinvestor.com//tse-stock-forecast/5571-stock-prediction,"1,162",普通,情報・通信業
Stanley Electric Co Ltd,6923,https://walletinvestor.com//tse-stock-forecast/6923-stock-prediction,"2,702.5",悪い,電気機器
S-Pool Inc,2471,https://walletinvestor.com//tse-stock-forecast/2471-stock-prediction,312,普通,サービス業
NEC Networks & System Integration Corp,1973,https://walletinvestor.com//tse-stock-forecast/1973-stock-prediction,"2,586",上出来,情報・通信業
Century Tokyo Leasing Corp,8439,https://walletinvestor.com//tse-stock-forecast/8439-stock-prediction,"1,609.5",上出来,その他金融業
Meiji Holdings Co. Ltd.,2269,https://walletinvestor.com//tse-stock-forecast/2269-stock-prediction,"3,438.0",上出来,食料品
Nippon Prologis REIT Inc,3283,https://walletinvestor.com//tse-stock-forecast/3283-stock-prediction,,,
Miyakoshi Holdings Inc,6620,https://walletinvestor.com//tse-stock-forecast/6620-stock-prediction,"1,345",悪い,不動産業
Nagoya Railroad Co Ltd,9048,https://walletinvestor.com//tse-stock-forecast/9048-stock-prediction,"2,174.5",上出来,陸運業
CAICA Inc,2315,https://walletinvestor.com//tse-stock-forecast/2315-stock-prediction,72,上出来,情報・通信業
Topcon Corp,7732,https://walletinvestor.com//tse-stock-forecast/7732-stock-prediction,"1,785.0",悪い,精密機器
KYOTO FINANCIAL GROUP INC,5844,https://walletinvestor.com//tse-stock-forecast/5844-stock-prediction,"2,789.0",上出来,銀行業
Oracle Corp Japan,4716,https://walletinvestor.com//tse-stock-forecast/4716-stock-prediction,,,
JCR Pharmaceuticals Co Ltd,4552,https://walletinvestor.com//tse-stock-forecast/4552-stock-prediction,867,上出来,医薬品
Seria Co Ltd,2782,https://walletinvestor.com//tse-stock-forecast/2782-stock-prediction,"3,030",悪い,小売業
Tokyu Fudosan,3289,https://walletinvestor.com//tse-stock-forecast/3289-stock-prediction,"1,192.5",上出来,不動産業
Pharma Foods International Co Ltd,2929,https://walletinvestor.com//tse-stock-forecast/2929-stock-prediction,933,悪い,食料品
Toyo Suisan Kaisha Ltd,2875,https://walletinvestor.com//tse-stock-forecast/2875-stock-prediction,"9,636",上出来,食料品
Teijin Ltd.,3401,https://walletinvestor.com//tse-stock-forecast/3401-stock-prediction,"1,412.0",上出来,繊維製品
Kyoritsu Maintenance Co Ltd,9616,https://walletinvestor.com//tse-stock-forecast/9616-stock-prediction,"7,138",上出来,サービス業
Toyo Seikan Group Holdings Ltd.,5901,https://walletinvestor.com//tse-stock-forecast/5901-stock-prediction,"2,517.5",上出来,金属製品
